OFNS_DESC,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,PREM_TYP_DESC
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,PUBLIC SCHOOL
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,DRUG STORE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,DOCTOR/DENTIST OFFICE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,HOTEL/MOTEL
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESTAURANT/DINER
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,DEPARTMENT STORE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,HOSPITAL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,DEVIATE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,GYM/FITNESS FACILITY
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,DEVIATE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,HOSPITAL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,STATEN ISLAND,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,HOSPITAL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,FOOD SUPERMARKET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,FOOD SUPERMARKET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,ATTEMPTED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,OTHER
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,GYM/FITNESS FACILITY
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,MANHATTAN,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,STATEN ISLAND,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,MANHATTAN,CONSTRUCTION SITE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PARKING LOT/GARAGE (PRIVATE)
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,GROCERY/BODEGA
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,HOSPITAL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BUS TERMINAL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,HOTEL/MOTEL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,STATEN ISLAND,STORE UNCLASSIFIED
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,BAR/NIGHT CLUB
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,INCEST,COMPLETED,FELONY,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,CHAIN STORE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,BAR/NIGHT CLUB
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,GYM/FITNESS FACILITY
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,PUBLIC SCHOOL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESTAURANT/DINER
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL MISCONDUCT,DEVIATE",COMPLETED,MISDEMEANOR,MANHATTAN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BEAUTY & NAIL SALON
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,HOSPITAL
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BRONX,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,BRONX,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,MANHATTAN,RESTAURANT/DINER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,GROCERY/BODEGA
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,HOTEL/MOTEL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,PUBLIC SCHOOL
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,BUS (NYC TRANSIT)
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,PARK/PLAYGROUND
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,DRUG STORE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,SODOMY 2,COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,COMMERCIAL BUILDING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,DOCTOR/DENTIST OFFICE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 3,COMPLETED,FELONY,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,MANHATTAN,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,PUBLIC SCHOOL
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,STREET
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,QUEENS,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,STATEN ISLAND,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,STREET
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,STATEN ISLAND,RESIDENCE - PUBLIC HOUSING
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,FAST FOOD
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,OTHER
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,SODOMY 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,BEAUTY & NAIL SALON
SEX CRIMES,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE
SEX CRIMES,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,BRONX,RESIDENCE-HOUSE
